Book ID,Title,Author(s),Category,Price (ETB),Cover Image,Language,Publisher,Format,Page Count,Publication Year,ISBN,Original Filename,File Path,File Size
BK-03293,Higher-Order Techniques in Computational Electromagnetics,Roberto D. Graglia,Electrical & Electronics Engineering Corner,,BK-03293.webp,en,,PDF,409.0,2015.0,,Higher-Order Techniques in Computational Electromagnetics.pdf,Higher-Order Techniques in Computational Electromagnetics.pdf,7.45 MB
BK-03294,"Industrial Electricity and Motor Controls, Second Edition",Rex Miller and Mark R. Miller,Electrical & Electronics Engineering Corner,,BK-03294.webp,en,,PDF,529.0,2015.0,,Industrial Electricity and Motor Controls.pdf,Industrial Electricity and Motor Controls.pdf,9.30 MB
BK-03295,496540_1_En_Print.indd,0009172,Electrical & Electronics Engineering Corner,,BK-03295.webp,en,,PDF,774.0,2020.0,,Innovations_in_Electrical_and_Electronic_Engineering_Proceedings.pdf,Innovations_in_Electrical_and_Electronic_Engineering_Proceedings.pdf,30.17 MB
BK-03296,Integration of Electric Vehicles and Battery Storage Systems,Unknown,Electrical & Electronics Engineering Corner,,BK-03296.webp,en,,PDF,240.0,2020.0,,Integration of Electric Vehicles and Battery Storage Systems.pdf,Integration of Electric Vehicles and Battery Storage Systems.pdf,4.17 MB
BK-03297,Lightning Electromagnetics,Unknown,Electrical & Electronics Engineering Corner,,BK-03297.webp,en,,PDF,976.0,2013.0,,Lightning Electromagnetics.pdf,Lightning Electromagnetics.pdf,27.69 MB
BK-03298,Line Loss Analysis and Calculation of Electric Power Systems,Anguan Wu,Electrical & Electronics Engineering Corner,,BK-03298.webp,en,,PDF,384.0,2015.0,,Line Loss Analysis and Calculation of Electric Power Systems.pdf,Line Loss Analysis and Calculation of Electric Power Systems.pdf,4.75 MB
BK-03299,481681_1_En_Print.indd,0014431,Electrical & Electronics Engineering Corner,,BK-03299.webp,en,,PDF,314.0,2020.0,,Metaheuristics_and_Optimization_in_Computer_and_Electrical_Engineering.pdf,Metaheuristics_and_Optimization_in_Computer_and_Electrical_Engineering.pdf,5.20 MB
BK-03300,"Modeling, Simulation and Control of Electrical Drives",Muhammed Fazlur Rahman and Sanjeet K. Dwivedi,Electrical & Electronics Engineering Corner,,BK-03300.webp,en,,PDF,741.0,2019.0,,"Modeling, Simulation and Control of Electrical Drives.pdf","Modeling, Simulation and Control of Electrical Drives.pdf",23.21 MB
BK-03301,"Modern Power Electronic Devices: Physics, applications, and reliability",Francesco Iannuzzo,Electrical & Electronics Engineering Corner,,BK-03301.webp,en,,PDF,503.0,2020.0,,"Modern_Power_Electronic_Devices_Physics,_Applications_and_Reliability.pdf","Modern_Power_Electronic_Devices_Physics,_Applications_and_Reliability.pdf",41.81 MB
BK-03302,Nano-CMOS and Post-CMOS Electronics,"Saraju P. Mohanty,Ashok Srivastava",Electrical & Electronics Engineering Corner,,BK-03302.webp,en,,PDF,383.0,2016.0,,Nano_CMOS_and_Post_CMOS_Electronics_Devices_&_Modelling.pdf,Nano_CMOS_and_Post_CMOS_Electronics_Devices_&_Modelling.pdf,5.71 MB
BK-03303,Nano-CMOS and Post-CMOS Electronics,"Saraju P. Mohanty,Ashok Srivastava",Electrical & Electronics Engineering Corner,,BK-03303.webp,en,,PDF,439.0,2016.0,,Nano-CMOS and Post-CMOS Electronics - Circuits & Design.pdf,Nano-CMOS and Post-CMOS Electronics - Circuits & Design.pdf,5.73 MB
BK-03304,On Site Guide BS 76712018 Electrical Regulations by The Institution,Unknown,Electrical & Electronics Engineering Corner,,BK-03304.webp,en,,PDF,218.0,2018.0,,On_Site_Guide_BS_76712018_Electrical_Regulations_by_The_Institution.pdf,On_Site_Guide_BS_76712018_Electrical_Regulations_by_The_Institution.pdf,23.89 MB
BK-03305,On Site Guide (BS 7671 2018) (Electrical Regulations),Unknown,Electrical & Electronics Engineering Corner,,BK-03305.webp,en,,PDF,218.0,2018.0,,On-Site Guide (BS 7671-2018) (Electrical Regulations).pdf,On-Site Guide (BS 7671-2018) (Electrical Regulations).pdf,23.89 MB
BK-03306,Periodic Control of Power Electronic Converters,"Keliang Zhou, Danwei Wang, Yongheng Yang and Frede Blaabjerg",Electrical & Electronics Engineering Corner,,BK-03306.webp,en,,PDF,262.0,2016.0,,Periodic Control of Power Electronic Converters.pdf,Periodic Control of Power Electronic Converters.pdf,4.51 MB
BK-03307,Power Integrity for Electrical and Computer Engineers,Unknown,Electrical & Electronics Engineering Corner,,BK-03307.webp,en,,PDF,551.0,2019.0,,Power Integrity for Electrical and Computer Engineers.pdf,Power Integrity for Electrical and Computer Engineers.pdf,10.59 MB
BK-03308,Power Electronic Converters and Systems,"Trzynadlowski, Andrzej M.(Editor)",Electrical & Electronics Engineering Corner,,BK-03308.webp,en,,PDF,657.0,2015.0,,Power_Electronic_Converters_and_Systems_Frontiers_and_Applications.pdf,Power_Electronic_Converters_and_Systems_Frontiers_and_Applications.pdf,12.74 MB
BK-03309,485703_1_En_Print.indd,0013158,Electrical & Electronics Engineering Corner,,BK-03309.webp,en,,PDF,1257.0,2020.0,,Proceedings_of_The_4th_International_Conference_on_Electrical_Engineering.pdf,Proceedings_of_The_4th_International_Conference_on_Electrical_Engineering.pdf,34.90 MB
BK-03310,Protection of Electricity Distribution Networks,Unknown,Electrical & Electronics Engineering Corner,,BK-03310.webp,en,,PDF,368.0,2013.0,,Protection of Electricity Distribution Networks.pdf,Protection of Electricity Distribution Networks.pdf,7.46 MB
BK-03311,Railway Electrification Systems & Engineering,"Frey, Sheilah",Electrical & Electronics Engineering Corner,,BK-03311.webp,en,,PDF,145.0,2012.0,,Railway Electrification Systems & Engineering.pdf,Railway Electrification Systems & Engineering.pdf,3.40 MB
BK-03312,Requirements for Electrical Installations IET Wiring Regulations,Unknown,Electrical & Electronics Engineering Corner,,BK-03312.webp,en,,PDF,560.0,2018.0,,Requirements_for_Electrical_Installations_IET_Wiring_Regulations.pdf,Requirements_for_Electrical_Installations_IET_Wiring_Regulations.pdf,82.79 MB
BK-03313,"Requirements for Electrical Installations, IET Wiring Regulations",Unknown,Electrical & Electronics Engineering Corner,,BK-03313.webp,en,,PDF,560.0,2018.0,,"Requirements_for_Electrical_Installations,_IET_Wiring_Regulations.pdf","Requirements_for_Electrical_Installations,_IET_Wiring_Regulations.pdf",78.13 MB
BK-03314,Security and Privacy of Electronic Healthcare Records,"Sudeep Tanwar, Sudhanshu Tyagi and Neeraj Kumar",Electrical & Electronics Engineering Corner,,BK-03314.webp,en,,PDF,433.0,2019.0,,"Security_And_Privacy_Of_Electronic_Healthcare_Records_Concepts,.pdf","Security_And_Privacy_Of_Electronic_Healthcare_Records_Concepts,.pdf",3.93 MB
BK-03315,Sustainable Development of Electrical Energy Storage Technologies,Unknown,Electrical & Electronics Engineering Corner,,BK-03315.webp,en,,PDF,290.0,2021.0,,Sustainable_Development_of_Electrical_Energy_Storage_Technologies.pdf,Sustainable_Development_of_Electrical_Energy_Storage_Technologies.pdf,3.85 MB
BK-03316,The Electrical Engineering Handbook,TeAM YYePG,Electrical & Electronics Engineering Corner,,BK-03316.webp,en,,PDF,1227.0,2005.0,,The Electrical Engineering Handbook.pdf,The Electrical Engineering Handbook.pdf,13.36 MB
BK-03317,Wiener Hopf Method in Electromagnetics,"Daniele, Vito G.(Author)",Electrical & Electronics Engineering Corner,,BK-03317.webp,en,,PDF,385.0,2014.0,,The Wiener-Hopf Method in Electromagnetics.pdf,The Wiener-Hopf Method in Electromagnetics.pdf,3.02 MB
BK-03318,"Transformers and Inductors for Power Electronics Theory, Design",Unknown,Electrical & Electronics Engineering Corner,,BK-03318.webp,en,,PDF,354.0,2013.0,,"Transformers_and_Inductors_for_Power_Electronics_Theory,_Design.pdf","Transformers_and_Inductors_for_Power_Electronics_Theory,_Design.pdf",3.10 MB
BK-03319,Understandable Electric Circuits: Key concepts 2nd Edition,Meizhong Wang,Electrical & Electronics Engineering Corner,,BK-03319.webp,en,,PDF,454.0,2018.0,,Understandable Electric Circuits Key Concepts.pdf,Understandable Electric Circuits Key Concepts.pdf,6.30 MB
BK-03320,Vehicle-to-Grid,"Junwei Lu,Jahangir Hossain",Electrical & Electronics Engineering Corner,,BK-03320.webp,en,,PDF,271.0,2015.0,,Vehicle-to-grid Linking Electric Vehicles to The Smart Grid.pdf,Vehicle-to-grid Linking Electric Vehicles to The Smart Grid.pdf,3.63 MB
BK-03321,Voltage Quality in Electrical Power Systems,J. Schlabbach,Electrical & Electronics Engineering Corner,,BK-03321.webp,en,,PDF,253.0,2008.0,,Voltage Quality in Electrical Power Systems.pdf,Voltage Quality in Electrical Power Systems.pdf,3.55 MB
BK-03322,Advanced DC/DC Converters,"Luo, Fang Lin",Electrical & Electronics Engineering Corner,,BK-03322.webp,en,,PDF,867.0,2016.0,,Advanced DC-DC Converters.pdf,Advanced DC-DC Converters.pdf,22.33 MB
BK-03323,Advances in High Voltage Engineering,M. Haddad,Electrical & Electronics Engineering Corner,,BK-03323.webp,en,,PDF,669.0,2007.0,,Advances in High Voltage Engineering.pdf,Advances in High Voltage Engineering.pdf,3.60 MB
BK-03324,High Voltage Direct Current Transmission,_x0010_4<8=8AB@0B>@,Electrical & Electronics Engineering Corner,,BK-03324.webp,en,,PDF,297.0,2014.0,,High Voltage Direct Current Transmission.pdf,High Voltage Direct Current Transmission.pdf,13.19 MB
BK-03325,High Voltage Power Network Construction,Keith Harker,Electrical & Electronics Engineering Corner,,BK-03325.webp,en,,PDF,765.0,2018.0,,High Voltage Power Network Construction.pdf,High Voltage Power Network Construction.pdf,5.57 MB
BK-03326,Insulators for High Voltages,_x0010_4<8=8AB@0B>@,Electrical & Electronics Engineering Corner,,BK-03326.webp,en,,PDF,283.0,2014.0,,Insulators for High Voltages.pdf,Insulators for High Voltages.pdf,17.33 MB
BK-03327,Low Power and Low Voltage Circuit Design with the FGMOS Transistor,Dr. Esther Rodriguez-Villegas,Electrical & Electronics Engineering Corner,,BK-03327.webp,en,,PDF,320.0,2007.0,,Low_Power_and_Low_Voltage_Circuit_Design_with_the_FGMOS_Transistor.pdf,Low_Power_and_Low_Voltage_Circuit_Design_with_the_FGMOS_Transistor.pdf,2.84 MB
BK-03328," Overvoltage Protection of Low-voltage Systems, Revised Edition  ",P. Hasse,Electrical & Electronics Engineering Corner,,BK-03328.webp,en,,PDF,370.0,2008.0,,Overvoltage Protection of Low Voltage Systems.pdf,Overvoltage Protection of Low Voltage Systems.pdf,13.59 MB
BK-03329,Switch Gear (hand book).TIF,CT2679,Electrical & Electronics Engineering Corner,,BK-03329.webp,en,,PDF,660.0,,,"Switching,_Protection_and_Distribution_in_Low_Voltage_Networks.pdf","Switching,_Protection_and_Distribution_in_Low_Voltage_Networks.pdf",25.68 MB
BK-03330,Power Cable Technology,"Ganguli, Sushil Kumar,Kohli, Vivek",Electrical & Electronics Engineering Corner,,BK-03330.webp,en,,PDF,436.0,2016.0,,Power Cable Technology.pdf,Power Cable Technology.pdf,4.89 MB
BK-03331,"Submarine Power Cables: Design, Installation, Repair, Environmental Aspects (Power Systems)",Thomas Worzyk,Electrical & Electronics Engineering Corner,,BK-03331.webp,en,,PDF,306.0,2009.0,,"Submarine_Power_Cables_Design,_Installation,_Repair,_Environmental.pdf","Submarine_Power_Cables_Design,_Installation,_Repair,_Environmental.pdf",2.49 MB
BK-03332,CIRCUIT BREAKER AND SWITCHGEAR HANDBOOK VOLUME 4,Hurst Communications,Electrical & Electronics Engineering Corner,,BK-03332.webp,en,,PDF,108.0,2008.0,,Circuit Breaker and Switchgear Handbook Volume 4.pdf,Circuit Breaker and Switchgear Handbook Volume 4.pdf,5.99 MB
BK-03333,Grounds for Grounding: A Circuit to System Handbook,"Elya B. Joffe, Kai-Sang Lock",Electrical & Electronics Engineering Corner,,BK-03333.webp,en,,PDF,1089.0,2010.0,,Grounds for Grounding a Circuit-To-System Handbook.pdf,Grounds for Grounding a Circuit-To-System Handbook.pdf,23.76 MB
BK-03334,Oscillator Circuits,Yoshifumi Nishio,Electrical & Electronics Engineering Corner,,BK-03334.webp,en,,PDF,337.0,2016.0,,"Oscillator_Circuits_Frontiers_in_Design,_Analysis_and_Applications.pdf","Oscillator_Circuits_Frontiers_in_Design,_Analysis_and_Applications.pdf",16.32 MB
BK-03335,Energy,"Ngo, Christian",Electrical & Electronics Engineering Corner,,BK-03335.webp,en,,PDF,145.0,,,"Energy - Resources, Technologies & The Environment.pdf","Energy - Resources, Technologies & The Environment.pdf",1.94 MB
BK-03336,Energy Storage for Power Systems,Unknown,Electrical & Electronics Engineering Corner,,BK-03336.webp,en,,PDF,292.0,2013.0,,Energy Storage for Power Systems.pdf,Energy Storage for Power Systems.pdf,2.21 MB
BK-03337,Large Scale Grid Integration of Renewable Energy Sources,Antonio Moreno-Munoz,Electrical & Electronics Engineering Corner,,BK-03337.webp,en,,PDF,334.0,2017.0,,Large Scale Grid Integration of Renewable Energy Sources.pdf,Large Scale Grid Integration of Renewable Energy Sources.pdf,4.04 MB
BK-03338,Modelling Distributed Energy Resources in Energy Service Networks,Unknown,Electrical & Electronics Engineering Corner,,BK-03338.webp,en,,PDF,230.0,2013.0,,Modelling_Distributed_Energy_Resources_in_Energy_Service_Networks.pdf,Modelling_Distributed_Energy_Resources_in_Energy_Service_Networks.pdf,2.45 MB
BK-03339,Smart and Flexible Energy Devices; 1,Gupta Ram K.,Electrical & Electronics Engineering Corner,,BK-03339.webp,en,,PDF,621.0,2022.0,,Smart and Flexible Energy Devices.pdf,Smart and Flexible Energy Devices.pdf,14.75 MB
BK-03340,CIRCUIT BREAKER AND SWITCHGEAR HANDBOOK VOLUME 4,Hurst Communications,Electrical & Electronics Engineering Corner,,BK-03340.webp,en,,PDF,108.0,2008.0,,Circuit Breaker and Switchgear Handbook.pdf,Circuit Breaker and Switchgear Handbook.pdf,7.25 MB
BK-03341,Battery Management Systems and Inductive Balancing,"Van den Bossche, Alex;Moghaddam, Ali Farzan;",Electrical & Electronics Engineering Corner,,BK-03341.webp,en,,PDF,313.0,2021.0,,Battery_Management_Systems_and_Inductive_Balancing_Energy_Engineering.pdf,Battery_Management_Systems_and_Inductive_Balancing_Energy_Engineering.pdf,19.23 MB
BK-03342,"17th Edition IEE Wiring Regulations, Eighth Edition",Brian Scaddan,Electrical & Electronics Engineering Corner,,BK-03342.webp,en,,PDF,155.0,2008.0,,17th_Edition_IEE_Wiring_Regulations_Explained_&_Illustrated_8th.pdf,17th_Edition_IEE_Wiring_Regulations_Explained_&_Illustrated_8th.pdf,2.98 MB
BK-03343,"IET Wiring Regulations: Design and Verification of Electrical Installations, 9th ed",Brian Scaddan,Electrical & Electronics Engineering Corner,,BK-03343.webp,en,,PDF,143.0,2018.0,,"IET_Wiring_Regulations,_18th_Edition_Design_and_Verification_of.pdf","IET_Wiring_Regulations,_18th_Edition_Design_and_Verification_of.pdf",1.04 MB
BK-03344,"IET Wiring Regulations: Inspection, Testing and Certification, 9th ed",Brian Scaddan,Electrical & Electronics Engineering Corner,,BK-03344.webp,en,,PDF,111.0,2018.0,,"IET_Wiring_Regulations,_18th_Edition_Inspection,_Testing_and_Certification.pdf","IET_Wiring_Regulations,_18th_Edition_Inspection,_Testing_and_Certification.pdf",0.67 MB
BK-03345,"Semiconductor Gas Sensors, 2e",Unknown,Electrical & Electronics Engineering Corner,,BK-03345.webp,en,,PDF,495.0,2019.0,,Semiconductor Gas Sensors.pdf,Semiconductor Gas Sensors.pdf,5.61 MB
BK-03346,Prelims.indd,sun,Electrical & Electronics Engineering Corner,,BK-03346.webp,en,,PDF,489.0,2013.0,,Power System Protection and Switchgear.pdf,Power System Protection and Switchgear.pdf,3.09 MB
BK-03347,Power System Protection Volume 1   Principles and Components,"ImageSolutions, Inc.",Electrical & Electronics Engineering Corner,,BK-03347.webp,en,,PDF,548.0,2007.0,,Power System Protection Volume 1 - Principles and Components.pdf,Power System Protection Volume 1 - Principles and Components.pdf,21.82 MB
BK-03348,Power System Protection Volume 2   Systems and Methods,Unknown,Electrical & Electronics Engineering Corner,,BK-03348.webp,en,,PDF,332.0,2007.0,,Power System Protection Volume 2 - Systems and Methods.pdf,Power System Protection Volume 2 - Systems and Methods.pdf,14.54 MB
BK-03349,Power System Protection Volume 3   Application,Unknown,Electrical & Electronics Engineering Corner,,BK-03349.webp,en,,PDF,480.0,2007.0,,Power System Protection Volume 3 - Application.pdf,Power System Protection Volume 3 - Application.pdf,20.42 MB
BK-03350,Power System Stability,"Om. P. Malik,Abdelhay A. Salam",Electrical & Electronics Engineering Corner,,BK-03350.webp,en,,PDF,473.0,2015.0,,"Power System Stability Modelling, Analysis and Control.pdf","Power System Stability Modelling, Analysis and Control.pdf",5.54 MB
BK-03351,Power System Protection Volume 4 Digital Protection and Signalling,Unknown,Electrical & Electronics Engineering Corner,,BK-03351.webp,en,,PDF,128.0,2007.0,,Power_System_Protection_Volume_4_Digital_Protection_and_Signalling.pdf,Power_System_Protection_Volume_4_Digital_Protection_and_Signalling.pdf,5.89 MB
BK-03352,Binder1.pdf,wle,Electrical & Electronics Engineering Corner,,BK-03352.webp,en,,PDF,217.0,2010.0,,Digital Protection for Power Systems.pdf,Digital Protection for Power Systems.pdf,14.06 MB
BK-03353,Fault Diagnosis for Robust Inverter Power Drives,Antonio Ginart;,Electrical & Electronics Engineering Corner,,BK-03353.webp,en,,PDF,321.0,2018.0,,Fault Diagnosis for Robust Inverter Power Drives.pdf,Fault Diagnosis for Robust Inverter Power Drives.pdf,7.30 MB
BK-03354,Geomagnetic Disturbances Impacts on Power Systems: Risk Analysis and Mitigation Strategies,Olga Sokolova,Electrical & Electronics Engineering Corner,,BK-03354.webp,en,,PDF,269.0,2020.0,,Geomagnetic_Disturbances_Impacts_on_Power_Systems_Risk_Analysis.pdf,Geomagnetic_Disturbances_Impacts_on_Power_Systems_Risk_Analysis.pdf,2.50 MB
BK-03355,Multicore Simulation of Power System Transients,Unknown,Electrical & Electronics Engineering Corner,,BK-03355.webp,en,,PDF,314.0,2013.0,,Multicore Simulation of Power System Transients.pdf,Multicore Simulation of Power System Transients.pdf,8.09 MB
BK-03356,Power Transformer Design Practices,Fang Zhu,Electrical & Electronics Engineering Corner,,BK-03356.webp,en,,PDF,283.0,2021.0,,Power and Distribution Transformers Practical Design Guide.pdf,Power and Distribution Transformers Practical Design Guide.pdf,2.81 MB
BK-03357,Power System Engineering,Unknown,Electrical & Electronics Engineering Corner,,BK-03357.webp,en,,PDF,1092.0,2011.0,,Power System Engineering.pdf,Power System Engineering.pdf,18.00 MB
BK-03358,Metaheuristic Optimization in Power Engineering,Unknown,Electrical & Electronics Engineering Corner,,BK-03358.webp,en,,PDF,536.0,2018.0,,Metaheuristic Optimization in Power Engineering.pdf,Metaheuristic Optimization in Power Engineering.pdf,5.39 MB
